Ticker,Ticker_Long_Form,Direction,Exposure (%),P/L (%),Total Value (%),Username
ATOM,Cosmos,Long,0.75,2.7,0.62,hossa182
CRV,Curve,Long,0.75,251.54,2.11,hossa182
UNI,Uniswap,Long,0.6,106.38,0.99,hossa182
BAND,Band Protocol,Long,0.6,71.23,0.82,hossa182
UMA,Universal Market Access,Long,0.6,48.27,0.71,hossa182
BAL,Balancer,Long,0.6,74.71,0.84,hossa182
BNT,Bancor,Long,0.6,32.54,0.64,hossa182
DYDX,dYdX,Long,0.6,105.6,0.99,hossa182
SUSHI,SushiSwap,Long,0.6,177.96,1.34,hossa182
BCH,Bitcoin Cash,Long,0.6,44.75,0.7,hossa182
XTZ,Tezos,Long,0.6,113.81,1.03,hossa182
QNT,Quant,Long,0.6,110.39,1.01,hossa182
STORJ,Storj,Long,0.6,18.02,0.57,hossa182
MANA,Decentraland,Long,0.6,96.85,0.95,hossa182
APE,ApeCoin,Long,0.6,35.95,0.65,hossa182
EOS,EOS,Long,0.6,3.48,0.5,hossa182
KNC,Kyber Network,Long,0.6,47.41,0.71,hossa182
IMX,Immutable X,Long,0.6,38.6,0.67,hossa182
YFI,Yearn.finance,Long,0.6,116.67,1.04,hossa182
ETC,Ethereum Classic,Long,0.6,-3.61,0.46,hossa182
DOT,Polkadot,Long,0.6,114.69,1.03,hossa182
API3,API3,Long,0.6,30.67,0.63,hossa182
CELO,Celo,Long,0.56,12.57,0.5,hossa182
CRO,Cronos,Long,0.45,79.13,0.65,hossa182
MIOTA,IOTA,Long,0.45,152.93,0.91,hossa182
ENS,Ethereum Name Service,Long,0.45,105.58,0.74,hossa182
1INCH,1inch,Long,0.45,55.23,0.56,hossa182
ENJ,Enjin,Long,0.45,50.64,0.54,hossa182
SOL,Solana,Long,0.45,13.03,0.41,hossa182
BTC,Bitcoin,Long,0.45,8.74,0.39,hossa182
MKR,Maker,Long,0.3,42.62,0.34,hossa182
LTC,Litecoin,Long,0.3,70.37,0.41,hossa182
LPT,Livepeer,Long,0.3,41.75,0.34,hossa182
ALGO,Algorand,Long,0.3,245.71,0.83,hossa182
LINK,Chainlink,Long,0.3,146.23,0.59,hossa182
COMP,Compound,Long,0.3,135.95,0.57,hossa182
SAND,The Sandbox,Long,0.3,179.39,0.67,hossa182
FET,Fetch.ai,Long,0.3,32.81,0.32,hossa182
DOGE,Dogecoin,Long,0.3,152.3,0.61,hossa182
THETA,Theta,Long,0.3,16.34,0.28,hossa182
BAT,Basic Attention Token,Long,0.3,52.38,0.37,hossa182
AXS,Axie Infinity,Long,0.15,51.02,0.18,hossa182
OGN,Origin Protocol,Long,0.15,51.48,0.18,hossa182
TSLA,"Tesla Motors, Inc.",Long,34.77,82.79,43.48,j_davis2021
ADA,Cardano,Long,9.14,-29.07,4.44,j_davis2021
BTC,Bitcoin,Long,7.73,141.39,12.76,j_davis2021
DJT,Trump Media & Technology Group,Long,4.64,-55.33,1.42,j_davis2021
ETH,Ethereum,Long,4.47,72.64,5.28,j_davis2021
SOL,Solana,Long,2.34,-2.97,1.55,j_davis2021
XLM,Stellar,Long,2.32,-0.04,1.59,j_davis2021
MANA,Decentraland,Long,2.32,-67.61,0.51,j_davis2021
PLTR,Palantir Technologies Inc.,Long,2.32,25.38,1.99,j_davis2021
XRP,XRP,Long,2.32,241.05,5.41,j_davis2021
MSTR,MicroStrategy Incorporated,Long,2.32,-13.52,1.37,j_davis2021
AMD,Advanced Micro Devices Inc,Long,2.32,47.37,2.34,j_davis2021
TTWO,Take Two Interactive Software Inc,Long,2.32,21.41,1.93,j_davis2021
NVDA,NVIDIA Corporation,Long,2.32,330.57,6.83,j_davis2021
JASMY,Jasmy,Long,1.85,24.08,1.57,j_davis2021
POL,Polygon Ecosystem (ex Matic),Long,1.39,-58.09,0.4,j_davis2021
XTZ,Tezos,Long,1.39,-49.14,0.48,j_davis2021
FET,Fetch.ai,Long,1.27,-31.45,0.6,j_davis2021
BAT,Basic Attention Token,Long,1.16,-73.25,0.21,j_davis2021
ENJ,Enjin,Long,1.16,-88.72,0.09,j_davis2021
DOGE,Dogecoin,Long,1.04,33.53,0.95,j_davis2021
AAVE,Aave,Long,0.81,31.74,0.73,j_davis2021
U,Unity Software Inc.,Long,0.81,-74.36,0.14,j_davis2021
EOS,EOS,Long,0.7,-83.3,0.08,j_davis2021
S.US,SentinelOne Inc.,Long,0.7,12.58,0.54,j_davis2021
IWM,Ishares Russell 2000 ETF,Long,0.58,-2.43,0.39,j_davis2021
MCD,McDonald's,Long,0.58,0.18,0.4,j_davis2021
LINK,Chainlink,Long,0.46,39.04,0.44,j_davis2021
SAND,The Sandbox,Long,0.46,-78.42,0.07,j_davis2021
SKL,Skale Network,Long,0.46,-33.16,0.21,j_davis2021
RBLX,Roblox Corp.,Long,0.46,-8.72,0.29,j_davis2021
ARKK,ARK Innovation ETF,Long,0.46,-14.75,0.27,j_davis2021
UNI,Uniswap,Long,0.35,24.33,0.3,j_davis2021
COMP,Compound,Long,0.35,-78.0,0.05,j_davis2021
META,Meta Platforms Inc,Long,0.35,27.29,0.3,j_davis2021
FCEL,FuelCell Energy Inc,Long,0.3,-97.72,0.01,j_davis2021
LAC,Lithium Americas Corp,Long,0.23,-90.54,0.02,j_davis2021
LIT,Global X Lithium & Battery Tech ETF,Long,0.23,-52.63,0.08,j_davis2021
DOCU,DocuSign Inc,Long,0.12,-66.32,0.03,j_davis2021
LUNA2,Terra 2.0,Long,0.01,0.0,0.01,j_davis2021
LAAC,Lithium Americas Argentina C,Long,0.0,0.0,0.01,j_davis2021
